Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
NY-CMP-26197,SEO,Premium Shoppers,15,"Facebook, YouTube, Google",57870,1323,703,326,222658,343.2,0.99,Hindi,4.06,Tier 2 City Customers,10-07-2024
NY-CMP-26198,Influencer,Working Women,5,"Google, Email",28425,2378,718,219,54531,538.38,-0.54,Hindi,11.66,College Students,19-09-2024
NY-CMP-26199,Paid Ads,Youth,26,"Google, WhatsApp, Facebook",81974,8438,4118,3240,1950480,62.98,8.56,English,19.27,Youth,26-12-2024
NY-CMP-26200,Social Media,Youth,24,"WhatsApp, YouTube",65211,5827,1901,1102,331702,75.85,2.97,Bengali,13.54,Working Women,04-08-2024
NY-CMP-26201,Paid Ads,College Students,29,"WhatsApp, Facebook, Google",43380,2619,849,467,252647,548.16,-0.01,Bengali,9.07,Youth,28-02-2025
NY-CMP-26202,Influencer,Premium Shoppers,12,YouTube,24361,2941,1447,556,219620,384.24,0.03,Bengali,20.29,Tier 2 City Customers,15-01-2025
NY-CMP-26203,Influencer,Tier 2 City Customers,22,"Instagram, YouTube, Email",27551,3926,1190,884,552500,176.67,2.54,Bengali,21.78,Working Women,10-11-2024
NY-CMP-26204,SEO,Working Women,13,"Facebook, WhatsApp",76295,3986,2019,873,245313,88.55,2.17,Hindi,9.02,Tier 2 City Customers,14-01-2025
NY-CMP-26205,Social Media,College Students,16,"WhatsApp, Google, Facebook",69610,10059,3281,2179,446695,58.92,2.48,Bengali,22.29,Tier 2 City Customers,02-07-2024
NY-CMP-26206,Paid Ads,Tier 2 City Customers,19,"Facebook, Email, Instagram",94534,3129,1488,609,373926,320.17,0.92,Bengali,5.53,Working Women,31-08-2024
NY-CMP-26207,SEO,Youth,20,WhatsApp,30129,1452,368,242,148104,1048.34,-0.42,English,6.84,Working Women,02-11-2024
NY-CMP-26208,Paid Ads,Premium Shoppers,6,"WhatsApp, Instagram",74682,8950,2421,1638,357084,60.24,2.62,Tamil,17.42,Youth,25-07-2024
NY-CMP-26209,Social Media,College Students,27,"Facebook, WhatsApp",67608,3256,811,634,365184,159.65,2.61,Bengali,6.95,Premium Shoppers,04-12-2024
NY-CMP-26210,Email,Tier 2 City Customers,19,"YouTube, WhatsApp",46591,4207,1603,782,525504,179.64,2.74,English,14.15,Youth,04-12-2024
NY-CMP-26211,Email,Youth,13,"Google, Facebook, Instagram",13790,771,224,99,59499,810.26,-0.26,Hindi,7.93,Tier 2 City Customers,13-12-2024
NY-CMP-26212,Paid Ads,Working Women,11,"Facebook, YouTube",17897,1289,261,98,29792,703.18,-0.57,Hindi,9.21,Working Women,07-10-2024
NY-CMP-26213,Influencer,Tier 2 City Customers,22,Facebook,10202,409,213,91,51051,3264.07,-0.83,Bengali,6.99,Youth,11-07-2024
NY-CMP-26214,Social Media,Working Women,15,"Google, WhatsApp, YouTube",66316,8750,1992,1148,748496,145.49,3.48,Tamil,17.93,Premium Shoppers,21-10-2024
NY-CMP-26215,Email,College Students,23,"WhatsApp, Facebook, Instagram",10256,1166,296,106,34980,2169.43,-0.85,Tamil,15.29,Working Women,23-04-2025
NY-CMP-26216,Email,Premium Shoppers,20,WhatsApp,58749,2579,1363,489,289488,182.93,2.24,English,7.54,Premium Shoppers,02-08-2024
NY-CMP-26217,Influencer,Working Women,22,"Instagram, Email",88336,8759,3822,3022,2329962,62.52,11.33,Hindi,17.66,Premium Shoppers,22-02-2025
NY-CMP-26218,SEO,Premium Shoppers,27,"Facebook, Instagram, Email",44795,6162,2654,1563,1056588,94.09,6.18,Hindi,23.17,Premium Shoppers,15-05-2025
NY-CMP-26219,SEO,Youth,25,Email,47739,4718,2275,1342,523380,67.22,4.8,Hindi,17.46,Tier 2 City Customers,21-04-2025
NY-CMP-26220,Influencer,College Students,20,"Email, Google",30180,4340,2099,1476,633204,126.83,2.38,Tamil,26.23,Tier 2 City Customers,22-07-2024
NY-CMP-26221,SEO,Premium Shoppers,17,Facebook,99253,2731,1551,681,308493,413.89,0.09,English,5,Youth,29-01-2025
NY-CMP-26222,Social Media,Youth,30,Email,66121,7944,4609,2741,567387,83.22,1.49,Bengali,23.13,Working Women,17-02-2025
NY-CMP-26223,Influencer,Youth,27,"Facebook, WhatsApp",47290,3120,946,299,83421,901,-0.69,Bengali,9.23,Working Women,25-10-2024
NY-CMP-26224,Email,College Students,11,"Email, Google, YouTube",68862,9475,3116,2264,495816,24.33,8,Bengali,21.57,Working Women,08-07-2024
NY-CMP-26225,Influencer,Working Women,25,Instagram,70050,3034,1245,479,115918,454.75,-0.47,Tamil,6.79,Working Women,19-07-2024
NY-CMP-26226,Influencer,Working Women,8,"Facebook, Email, WhatsApp",18497,2611,775,280,97440,252.63,0.38,Tamil,19.82,College Students,27-02-2025
NY-CMP-26227,SEO,College Students,18,Instagram,38508,2320,919,534,181026,534.57,-0.37,English,9.8,Premium Shoppers,16-03-2025
NY-CMP-26228,Social Media,Premium Shoppers,10,"Email, Facebook",65684,6796,1715,1321,350065,194.66,0.36,Hindi,14.97,Premium Shoppers,30-05-2025
NY-CMP-26229,Email,College Students,24,"Facebook, WhatsApp, Email",32164,4459,989,522,277182,434.92,0.22,Tamil,18.56,Premium Shoppers,06-08-2024
NY-CMP-26230,SEO,Premium Shoppers,25,YouTube,76524,6297,3143,1616,898496,73.97,6.52,Tamil,14.45,Tier 2 City Customers,17-10-2024
NY-CMP-26231,Social Media,Working Women,10,Instagram,89769,10555,3696,2305,1793290,36.44,20.35,Hindi,18.44,Youth,25-09-2024
NY-CMP-26232,SEO,Youth,29,"Facebook, YouTube",47936,968,428,331,203234,607.02,0.01,Tamil,3.6,College Students,07-12-2024
NY-CMP-26233,SEO,Youth,8,"YouTube, Facebook",13450,335,157,49,23618,3627.43,-0.87,English,4.02,Premium Shoppers,31-10-2024
NY-CMP-26234,Social Media,Youth,8,"Email, YouTube",13283,1662,409,227,68327,803.44,-0.63,Hindi,17.3,Premium Shoppers,22-09-2024
NY-CMP-26235,SEO,Youth,26,"Email, Instagram, WhatsApp",31891,2431,1239,393,311256,715.29,0.11,English,12.74,Premium Shoppers,25-03-2025
NY-CMP-26236,Social Media,Tier 2 City Customers,5,"Google, Instagram, Email",96281,12675,7441,4273,2012583,59.29,6.94,English,25.33,College Students,12-10-2024
NY-CMP-26237,Email,Premium Shoppers,7,"WhatsApp, Instagram",32288,3879,1936,778,287082,281.95,0.31,Tamil,20.42,Premium Shoppers,19-04-2025
NY-CMP-26238,Paid Ads,College Students,13,Facebook,60684,3582,1379,826,221368,301.53,-0.11,Bengali,9.54,College Students,21-07-2024
NY-CMP-26239,Influencer,Tier 2 City Customers,28,"YouTube, Google, Email",22579,931,350,164,120704,749.2,-0.02,Hindi,6.4,Working Women,29-03-2025
NY-CMP-26240,Influencer,Youth,19,"WhatsApp, Instagram",78266,7984,1958,1252,279196,157.7,0.41,Hindi,14.3,Working Women,19-10-2024
NY-CMP-26241,SEO,Premium Shoppers,29,"Email, Google",57755,5585,2416,1088,463488,120.03,2.55,English,15.74,Premium Shoppers,13-01-2025
NY-CMP-26242,Email,Premium Shoppers,30,YouTube,22205,2366,824,319,118668,185.02,1.01,Hindi,15.8,Tier 2 City Customers,22-11-2024
NY-CMP-26243,SEO,College Students,7,"Google, Facebook",84885,2477,1096,732,289140,395.55,0,Tamil,5.07,Tier 2 City Customers,13-03-2025
NY-CMP-26244,SEO,Premium Shoppers,7,"YouTube, Instagram, WhatsApp",60167,6986,3260,2116,793500,67.99,4.52,English,20.55,Tier 2 City Customers,21-01-2025
NY-CMP-26245,Email,Working Women,18,"WhatsApp, Instagram, YouTube",49213,5545,3206,1862,661010,55.31,5.42,Bengali,21.57,Youth,05-09-2024
NY-CMP-26246,Paid Ads,Working Women,23,"WhatsApp, YouTube, Facebook",85196,12139,4573,1520,717440,142.52,2.31,Bengali,21.4,Working Women,28-10-2024
NY-CMP-26247,Social Media,Premium Shoppers,5,WhatsApp,37369,2245,456,364,196196,569.52,-0.05,English,8.2,Youth,26-11-2024
NY-CMP-26248,Email,Youth,11,"Google, Email",35641,775,189,134,102778,1462.96,-0.48,Tamil,3.08,Premium Shoppers,01-11-2024
NY-CMP-26249,Email,College Students,24,"Facebook, Google",19752,1255,641,392,160328,520.46,-0.21,Hindi,11.58,Youth,30-01-2025
NY-CMP-26250,Social Media,College Students,28,WhatsApp,96791,10921,3715,2957,1428231,64.29,6.51,English,18.18,Youth,11-05-2025
NY-CMP-26251,Social Media,College Students,19,"Instagram, Email, Facebook",84678,7679,2417,821,363703,128.95,2.44,Tamil,12.89,Youth,01-07-2024
NY-CMP-26252,Paid Ads,Youth,7,"Google, YouTube, WhatsApp",79150,7792,1841,993,470682,170.31,1.78,Bengali,13.43,Working Women,15-07-2024
NY-CMP-26253,SEO,Tier 2 City Customers,11,WhatsApp,83589,1983,1172,363,93654,692.29,-0.63,English,4.21,Premium Shoppers,18-07-2024
NY-CMP-26254,SEO,Premium Shoppers,19,"Google, WhatsApp, YouTube",51315,2123,1210,711,208323,226.37,0.29,Bengali,7.88,Premium Shoppers,10-04-2025
NY-CMP-26255,Influencer,Youth,21,"Instagram, Google",23757,798,427,248,117304,308.55,0.53,English,6.2,Premium Shoppers,03-11-2024
NY-CMP-26256,Social Media,Working Women,13,WhatsApp,59074,7890,3622,1161,398223,184.58,0.86,English,21.45,Tier 2 City Customers,16-10-2024
NY-CMP-26257,Social Media,Youth,6,Email,69524,2827,1167,472,136880,440.8,-0.34,English,6.42,Youth,22-05-2025
NY-CMP-26258,Social Media,College Students,16,"Facebook, Email",72101,4111,2120,648,449712,176.95,2.92,Bengali,9.54,Tier 2 City Customers,17-09-2024
NY-CMP-26259,SEO,Premium Shoppers,27,Email,58979,8509,2538,891,626373,297.09,1.37,English,20.24,Working Women,25-04-2025
NY-CMP-26260,SEO,College Students,12,"Facebook, YouTube, WhatsApp",91347,10947,5139,2003,815221,26.46,14.38,Hindi,19.8,Working Women,05-12-2024
NY-CMP-26261,SEO,Premium Shoppers,14,WhatsApp,86674,6599,1754,847,553938,295.94,1.21,English,10.61,Tier 2 City Customers,07-08-2024
NY-CMP-26262,Influencer,College Students,17,Instagram,19987,2722,1081,830,613370,111.51,5.63,Tamil,23.18,Premium Shoppers,11-05-2025
NY-CMP-26263,Social Media,Premium Shoppers,20,Email,14895,786,466,210,65520,839.89,-0.63,Bengali,9.82,Tier 2 City Customers,25-03-2025
NY-CMP-26264,Influencer,Youth,13,"YouTube, Email, Facebook",60539,3430,1190,796,330340,306.3,0.35,Bengali,8.95,College Students,04-04-2025
NY-CMP-26265,Social Media,Tier 2 City Customers,17,"Google, Facebook",87295,7149,1589,584,119720,353.3,-0.42,Bengali,10.68,Tier 2 City Customers,30-08-2024
NY-CMP-26266,Paid Ads,College Students,8,"Email, WhatsApp",83717,11670,4595,3304,878864,65.58,3.06,Hindi,23.38,Tier 2 City Customers,07-03-2025
NY-CMP-26267,Social Media,Premium Shoppers,23,"Instagram, Google",63271,3326,1080,556,326928,438.7,0.34,Hindi,7.84,Youth,08-04-2025
NY-CMP-26268,Influencer,Working Women,16,"Google, Email, WhatsApp",52870,1370,620,483,163254,465.98,-0.27,Bengali,4.68,Working Women,03-02-2025
NY-CMP-26269,Email,Youth,30,YouTube,54720,3172,686,267,208794,259.59,2.01,Bengali,7.54,Working Women,19-07-2024
NY-CMP-26270,SEO,Working Women,22,"Instagram, YouTube, Google",74388,3789,1453,643,310569,158.13,2.05,Hindi,7.91,Premium Shoppers,22-10-2024
NY-CMP-26271,SEO,Premium Shoppers,15,"Google, WhatsApp",12043,299,98,37,25197,5121.24,-0.87,English,3.6,Tier 2 City Customers,27-04-2025
NY-CMP-26272,Influencer,College Students,24,YouTube,64578,7447,1862,1342,425414,104.58,2.03,English,16.49,Premium Shoppers,02-02-2025
NY-CMP-26273,Email,College Students,6,"YouTube, Google",57238,3877,2146,1413,888777,83.95,6.49,Bengali,12.99,College Students,13-03-2025
NY-CMP-26274,Social Media,College Students,22,"YouTube, WhatsApp, Google",59733,2266,800,249,196461,1174.39,-0.33,English,5.55,Working Women,17-05-2025
NY-CMP-26275,Paid Ads,Youth,30,"Facebook, WhatsApp",55068,7981,3879,1594,427192,43.65,5.14,Tamil,24.43,Premium Shoppers,02-12-2024
NY-CMP-26276,SEO,Premium Shoppers,15,"WhatsApp, Facebook, Google",95485,5036,2231,1686,773874,92.56,3.96,English,9.38,Tier 2 City Customers,25-12-2024
NY-CMP-26277,SEO,Premium Shoppers,30,"Facebook, Instagram, Email",51953,3342,1781,915,417240,247.83,0.84,Bengali,11.62,Working Women,28-09-2024
NY-CMP-26278,Paid Ads,Tier 2 City Customers,8,Facebook,62347,5304,1281,670,410710,447.58,0.37,Tamil,11.64,Youth,23-05-2025
NY-CMP-26279,Email,Tier 2 City Customers,17,"Instagram, WhatsApp",58107,3810,2217,1137,848202,132.67,4.62,Hindi,12.33,Youth,09-08-2024
NY-CMP-26280,Influencer,Premium Shoppers,7,Instagram,88351,5474,3016,2101,1023187,61.36,6.94,Tamil,11.99,Tier 2 City Customers,06-07-2024
NY-CMP-26281,Social Media,College Students,18,"Instagram, Google, YouTube",55529,5735,2661,1873,1213704,45.76,13.16,Hindi,18.49,Tier 2 City Customers,29-01-2025
NY-CMP-26282,Social Media,College Students,28,"YouTube, Instagram",78656,10061,4472,1996,1091812,123.5,3.43,Hindi,21.01,Youth,12-10-2024
NY-CMP-26283,Influencer,College Students,24,"Facebook, Email",81085,5148,2683,1640,672400,103.77,2.95,Bengali,11.68,Premium Shoppers,03-04-2025
NY-CMP-26284,Paid Ads,Tier 2 City Customers,24,Email,77911,8702,5025,2066,611536,120.06,1.47,Bengali,20.27,Premium Shoppers,04-12-2024
NY-CMP-26285,SEO,Premium Shoppers,26,"YouTube, Facebook",46672,977,368,182,44772,1587.48,-0.85,Hindi,3.27,College Students,30-11-2024
NY-CMP-26286,Paid Ads,Premium Shoppers,24,"Instagram, Google, Facebook",72449,1675,732,219,79278,796.29,-0.55,Bengali,3.62,College Students,20-12-2024
NY-CMP-26287,Social Media,Youth,21,"WhatsApp, YouTube",49756,2679,1098,559,232544,247.6,0.68,English,8.71,Tier 2 City Customers,21-12-2024
NY-CMP-26288,SEO,Working Women,22,"Google, Facebook",93894,9659,2432,1455,874455,169.68,2.54,English,14.43,Tier 2 City Customers,16-10-2024
NY-CMP-26289,Social Media,College Students,15,"Instagram, Email, Facebook",60418,6273,1928,916,336172,55.74,5.58,English,15.09,Working Women,17-07-2024
NY-CMP-26290,Paid Ads,College Students,12,"WhatsApp, YouTube",49386,4506,2359,1408,1091200,72.42,9.7,Hindi,16.75,Tier 2 City Customers,27-08-2024
NY-CMP-26291,Influencer,Youth,13,"Facebook, Instagram, Email",89487,6329,1490,532,201096,191.36,0.98,Hindi,9.33,Tier 2 City Customers,27-11-2024
NY-CMP-26292,Influencer,Youth,6,"Instagram, YouTube, Google",46897,5806,1190,750,228750,355,-0.14,English,16.52,Premium Shoppers,24-09-2024
NY-CMP-26293,Influencer,Youth,15,"Facebook, Google, YouTube",82464,8769,4989,1755,826605,150.29,2.13,English,18.81,Youth,14-09-2024
NY-CMP-26294,Social Media,College Students,18,Email,83114,10908,2501,1457,748898,117.97,3.36,Bengali,17.89,Youth,19-02-2025
NY-CMP-26295,Paid Ads,Premium Shoppers,18,WhatsApp,86775,9723,4244,2251,1098488,79.79,5.12,Hindi,18.69,Premium Shoppers,30-01-2025
NY-CMP-26296,SEO,Working Women,23,"WhatsApp, Email, Instagram",89782,11535,2709,891,578259,330.71,0.96,Bengali,16.86,Premium Shoppers,13-04-2025
NY-CMP-26297,SEO,Tier 2 City Customers,20,"Instagram, Google, Facebook",31053,3820,1796,1192,464880,179.72,1.17,Bengali,21.92,Tier 2 City Customers,09-12-2024
NY-CMP-26298,Email,Working Women,29,"Google, WhatsApp",73341,10846,2421,1123,504227,215.4,1.08,Bengali,19.62,College Students,08-05-2025
NY-CMP-26299,SEO,Premium Shoppers,28,"Facebook, Google",12119,1068,336,136,72080,936.59,-0.43,Tamil,12.71,Youth,09-07-2024
NY-CMP-26300,SEO,Working Women,20,"Instagram, Google, WhatsApp",84865,6068,3191,1384,381984,123.62,1.23,Tamil,12.54,Youth,20-12-2024
NY-CMP-26301,Influencer,Tier 2 City Customers,15,"Google, WhatsApp",29793,3191,1772,617,318989,180.92,1.86,Hindi,18.73,College Students,20-10-2024
NY-CMP-26302,Email,Youth,19,"Email, Facebook",18652,1879,945,634,263744,468.03,-0.11,English,18.54,Youth,01-07-2024
NY-CMP-26303,Social Media,Youth,29,"Facebook, Instagram, YouTube",85008,12727,4253,2724,1135908,77.06,4.41,English,23.18,Youth,27-05-2025
NY-CMP-26304,Influencer,College Students,18,"Google, Facebook, WhatsApp",14562,1574,728,393,91176,280.62,-0.17,Tamil,18.51,Premium Shoppers,26-05-2025
NY-CMP-26305,SEO,Youth,29,"Instagram, Facebook, YouTube",20362,1759,942,600,282600,129.63,2.63,Bengali,16.21,Working Women,08-11-2024
NY-CMP-26306,Paid Ads,Working Women,22,Email,12966,1449,571,312,176280,455.55,0.24,Tamil,17.99,College Students,13-01-2025
NY-CMP-26307,Influencer,Working Women,30,"YouTube, Facebook, Instagram",96724,4908,1080,569,390903,515.78,0.33,English,6.78,Tier 2 City Customers,10-08-2024
NY-CMP-26308,Social Media,Working Women,28,"Email, YouTube",98227,3158,1731,983,274257,230.33,0.21,Bengali,5.98,Premium Shoppers,15-02-2025
NY-CMP-26309,Email,Tier 2 City Customers,18,"Google, WhatsApp",10121,712,148,79,48585,2252.61,-0.73,English,9.28,College Students,28-01-2025
NY-CMP-26310,Email,Youth,18,Email,83691,9015,3900,1514,757000,34.95,13.3,Bengali,17.24,Premium Shoppers,01-09-2024
NY-CMP-26311,Email,Tier 2 City Customers,13,"Google, Facebook, Email",26654,1322,732,409,280983,592.21,0.16,English,9.24,Youth,05-01-2025
NY-CMP-26312,Social Media,Premium Shoppers,10,"WhatsApp, Facebook",80077,11503,6427,4258,1809650,51.71,7.22,Hindi,27.71,College Students,19-01-2025
NY-CMP-26313,Influencer,College Students,8,"Google, Email",21382,1646,516,318,92538,527.88,-0.45,English,11.6,Working Women,18-11-2024
NY-CMP-26314,Social Media,College Students,19,"Email, Instagram",78154,8656,2765,1637,1186825,36.4,18.92,Tamil,16.71,College Students,14-02-2025
NY-CMP-26315,Paid Ads,Tier 2 City Customers,24,"Facebook, WhatsApp, Email",87929,2414,1064,641,272425,461.3,-0.08,Hindi,4.68,College Students,03-07-2024
NY-CMP-26316,Influencer,Tier 2 City Customers,8,Facebook,53293,6971,2670,933,604584,302.13,1.14,Hindi,19.84,Working Women,16-05-2025
NY-CMP-26317,SEO,College Students,27,Google,99959,4369,1171,921,649305,220.52,2.2,Hindi,6.46,Premium Shoppers,18-04-2025
NY-CMP-26318,Email,Tier 2 City Customers,11,WhatsApp,36822,2249,669,470,133010,200.82,0.41,English,9.2,Youth,11-01-2025
NY-CMP-26319,Email,Premium Shoppers,20,"Instagram, Facebook, WhatsApp",88958,5757,2758,895,396485,172.07,1.57,Hindi,10.58,College Students,19-11-2024
NY-CMP-26320,SEO,Premium Shoppers,10,WhatsApp,57217,5060,1452,661,177148,146.04,0.84,Tamil,12.54,Working Women,20-08-2024
NY-CMP-26321,Paid Ads,Working Women,15,"WhatsApp, Instagram",14140,1193,432,279,145359,812.88,-0.36,Bengali,13.47,Working Women,07-02-2025
NY-CMP-26322,Email,College Students,18,"Facebook, WhatsApp",67069,5920,3347,2401,1366169,61.05,8.32,Hindi,17.4,Working Women,10-07-2024
NY-CMP-26323,Email,Premium Shoppers,9,Instagram,73836,9717,3670,2335,1842315,79.61,8.91,Hindi,21.29,Tier 2 City Customers,14-08-2024
NY-CMP-26324,SEO,Working Women,6,"YouTube, Google",67310,6688,2379,1040,726960,222.64,2.14,Tamil,15.02,Working Women,20-03-2025
NY-CMP-26325,Paid Ads,Youth,14,"WhatsApp, Instagram, Email",33852,2050,924,378,208278,604.93,-0.09,English,9.9,College Students,27-07-2024
NY-CMP-26326,Social Media,Working Women,9,"Email, Google",35910,2280,474,224,86912,666.71,-0.42,English,8.29,Working Women,22-11-2024
NY-CMP-26327,Email,Working Women,30,"YouTube, Email, WhatsApp",44566,6352,1567,889,338709,320.18,0.19,English,19.76,Working Women,20-10-2024
NY-CMP-26328,Email,Tier 2 City Customers,17,Facebook,12027,1496,662,490,353290,343.88,1.1,Bengali,22.02,Youth,07-08-2024
NY-CMP-26329,Influencer,Premium Shoppers,15,"Google, Instagram, Facebook",14065,446,146,87,43674,2927.77,-0.83,Tamil,4.83,Working Women,07-06-2025
NY-CMP-26330,Paid Ads,Youth,26,YouTube,92960,1898,766,438,104244,598.28,-0.6,English,3.34,Premium Shoppers,26-09-2024
NY-CMP-26331,Paid Ads,Working Women,13,"WhatsApp, Google, YouTube",79575,10751,3900,1303,465171,106.22,2.36,Bengali,20.05,Youth,09-05-2025
NY-CMP-26332,Social Media,Premium Shoppers,20,"YouTube, WhatsApp",83814,5461,1810,814,304436,186.22,1.01,Bengali,9.65,College Students,16-05-2025
NY-CMP-26333,SEO,Working Women,12,YouTube,25313,3381,1943,809,480546,279.87,1.12,Tamil,24.23,Youth,25-03-2025
NY-CMP-26334,Social Media,Working Women,20,Instagram,30637,4138,2385,1605,571380,169.37,1.1,Hindi,26.53,Premium Shoppers,28-03-2025
NY-CMP-26335,Email,Tier 2 City Customers,23,"WhatsApp, Instagram",61864,3540,1717,1235,949715,200.45,2.84,English,10.49,Tier 2 City Customers,06-05-2025
NY-CMP-26336,SEO,Working Women,7,Email,93161,4989,1896,1481,761234,165.56,2.1,English,8.98,Working Women,30-05-2025
NY-CMP-26337,SEO,Tier 2 City Customers,15,"YouTube, Instagram, WhatsApp",31354,1620,892,628,270040,383.92,0.12,Hindi,10.01,Tier 2 City Customers,08-03-2025
NY-CMP-26338,SEO,Tier 2 City Customers,11,"Instagram, Email, Facebook",14778,1302,355,183,144204,1069.32,-0.26,Bengali,12.45,Working Women,11-07-2024
NY-CMP-26339,Social Media,Tier 2 City Customers,9,YouTube,58007,4408,1828,1191,396603,160.31,1.08,Bengali,12.8,Tier 2 City Customers,24-11-2024
NY-CMP-26340,Paid Ads,Tier 2 City Customers,11,"Facebook, WhatsApp, Google",21865,2818,815,534,126024,134.54,0.75,English,19.06,Tier 2 City Customers,28-03-2025
NY-CMP-26341,Social Media,Tier 2 City Customers,13,WhatsApp,28517,1552,887,546,374010,355.24,0.93,Tamil,10.47,Premium Shoppers,06-01-2025
NY-CMP-26342,Social Media,Premium Shoppers,29,"YouTube, Google, Facebook",65654,3388,1533,741,550563,350.07,1.12,Hindi,8.62,Working Women,15-11-2024
NY-CMP-26343,Social Media,Youth,25,"Instagram, Google",12484,389,184,92,28244,2209.78,-0.86,Bengali,5.33,Premium Shoppers,28-04-2025
NY-CMP-26344,SEO,Premium Shoppers,12,Google,94469,13895,4991,2452,669396,66.58,3.1,English,22.59,Tier 2 City Customers,05-09-2024
NY-CMP-26345,Social Media,Premium Shoppers,11,"Email, Google",53147,3564,1267,471,303324,199.34,2.23,Hindi,9.98,Working Women,10-06-2025
NY-CMP-26346,Paid Ads,Working Women,27,"Google, Facebook",52032,6297,3538,1152,589824,183.45,1.79,Hindi,21.12,Youth,28-08-2024
NY-CMP-26347,Social Media,College Students,14,"WhatsApp, Email, Instagram",81325,2105,672,469,200732,472.17,-0.09,English,3.99,College Students,25-05-2025
NY-CMP-26348,Email,College Students,6,"YouTube, Email, Instagram",82563,8772,2181,1017,518670,254.1,1.01,Tamil,14.5,Tier 2 City Customers,21-11-2024
NY-CMP-26349,SEO,Tier 2 City Customers,12,Instagram,44826,4648,1145,564,134232,419.77,-0.43,English,14.18,Working Women,22-02-2025
NY-CMP-26350,Email,Youth,7,"Instagram, WhatsApp, YouTube",70622,9048,2929,1997,1469792,142.82,4.15,Tamil,19.79,Working Women,09-03-2025
NY-CMP-26351,Influencer,Youth,11,Instagram,32150,2109,611,416,210912,460.06,0.1,Hindi,9.75,Tier 2 City Customers,03-03-2025
NY-CMP-26352,SEO,Youth,20,"Instagram, Email, Google",44117,4431,2380,1383,1066293,182.76,3.22,Hindi,18.57,Premium Shoppers,31-07-2024
NY-CMP-26353,Email,Working Women,8,Facebook,61576,7157,3856,1620,421200,141.7,0.83,Hindi,20.52,Tier 2 City Customers,06-05-2025
NY-CMP-26354,SEO,Youth,17,"Google, YouTube, Instagram",35932,1066,519,296,181744,645.23,-0.05,Bengali,5.23,Premium Shoppers,12-06-2025
NY-CMP-26355,Paid Ads,Working Women,25,"Email, Google",68456,3404,976,657,404055,244.05,1.52,Hindi,7.36,Tier 2 City Customers,19-11-2024
NY-CMP-26356,Paid Ads,Premium Shoppers,5,Facebook,90880,13313,6512,4764,3363384,10.84,64.14,Hindi,27.06,Youth,15-06-2025
NY-CMP-26357,Influencer,Premium Shoppers,28,"Facebook, Instagram",74783,5216,2729,1376,641216,161.93,1.88,Tamil,12.46,Youth,23-09-2024
NY-CMP-26358,Email,College Students,17,"WhatsApp, Google",12766,1360,694,237,183438,915.23,-0.15,Hindi,17.95,Youth,12-09-2024
NY-CMP-26359,Email,Tier 2 City Customers,14,"Instagram, Google, Email",30373,2681,1421,846,208116,137.15,0.79,Hindi,16.29,Premium Shoppers,08-02-2025
NY-CMP-26360,Influencer,Youth,19,Google,82402,3240,1799,1216,304000,93.7,1.67,Tamil,7.59,Youth,04-10-2024
NY-CMP-26361,Email,Premium Shoppers,8,"Facebook, WhatsApp",30064,4391,2285,1739,1121655,129.3,3.99,Bengali,27.99,Working Women,18-04-2025
NY-CMP-26362,Paid Ads,Premium Shoppers,29,Google,75860,2346,906,400,158000,563.97,-0.3,Tamil,4.81,Working Women,17-03-2025
NY-CMP-26363,SEO,Youth,6,WhatsApp,13045,589,216,79,33180,3138.03,-0.87,English,6.78,College Students,12-11-2024
NY-CMP-26364,Email,College Students,16,"Facebook, Instagram, Google",70631,4813,2769,2109,934287,51.13,7.66,Bengali,13.72,College Students,18-07-2024
NY-CMP-26365,Influencer,College Students,25,YouTube,58907,7560,3309,1795,759285,153.27,1.76,Bengali,21.5,Tier 2 City Customers,06-03-2025
NY-CMP-26366,Social Media,Tier 2 City Customers,20,"YouTube, Facebook, WhatsApp",79618,1599,347,234,104832,1149.26,-0.61,Hindi,2.74,College Students,24-02-2025
NY-CMP-26367,Social Media,Youth,13,Facebook,22728,2178,589,299,112723,776.39,-0.51,English,13.49,Tier 2 City Customers,11-09-2024
NY-CMP-26368,Social Media,Working Women,19,YouTube,14077,2080,532,299,135447,579.91,-0.22,Bengali,20.68,Youth,21-05-2025
NY-CMP-26369,Email,Premium Shoppers,7,"YouTube, WhatsApp",63783,8086,3502,2018,970658,114.78,3.19,Hindi,21.33,College Students,03-02-2025
NY-CMP-26370,Email,Working Women,13,"Facebook, WhatsApp",93721,2932,1502,987,553707,263.8,1.13,Hindi,5.78,Youth,16-03-2025
NY-CMP-26371,Social Media,Premium Shoppers,26,"Facebook, Email",13169,778,325,196,143080,847.88,-0.14,Hindi,9.86,Working Women,31-10-2024
NY-CMP-26372,Paid Ads,Youth,25,Email,92587,4201,2174,1131,898014,248.77,2.19,Hindi,8.11,Working Women,20-02-2025
NY-CMP-26373,Influencer,Premium Shoppers,26,"WhatsApp, YouTube, Google",88262,5157,2261,1265,659065,86.08,5.05,Hindi,9.84,Premium Shoppers,10-03-2025
NY-CMP-26374,Influencer,Youth,8,Email,17848,2330,1385,828,623484,75.98,8.91,Hindi,25.45,Tier 2 City Customers,26-09-2024
